DATE_KEY,Meta,Meta-1,Meta-2,Meta-3,Display ads,Google,Perf max,Shopping,Video ads,new_customers
2022-02-02,3536.794593535865,3124.340134821613,3110.4986928621256,3210.942730802634,288.339189,1176.732709,,1521.869076,49.298326,13.0
2022-02-03,4131.344833153776,3536.794593535865,3124.340134821613,3110.4986928621256,387.976398,1227.882536,,1363.302123,47.868177,11.0
2022-02-04,4236.388824527877,4131.344833153776,3536.794593535865,3124.340134821613,561.002758,1387.312526,,1267.040865,49.820537,20.0
2022-02-05,4571.875714485671,4236.388824527877,4131.344833153776,3536.794593535865,514.64653,1450.167392,,1568.889761,51.958745,7.0
2022-02-06,4557.406415548617,4571.875714485671,4236.388824527877,4131.344833153776,479.270812,1770.30784,,1394.821807,49.889309,16.0
2022-02-07,4163.396178643859,4557.406415548617,4571.875714485671,4236.388824527877,371.96816,1594.32619,,1277.997156,49.232598,20.0
2022-02-08,4297.923994996793,4163.396178643859,4557.406415548617,4571.875714485671,394.008592,1499.533973,,1346.667875,50.566118,12.0
2022-02-09,4557.783988952633,4297.923994996793,4163.396178643859,4557.406415548617,251.588711,1440.604583,,1510.96191,50.553071,8.0
2022-02-10,4421.092200506975,4557.783988952633,4297.923994996793,4163.396178643859,653.402899,1497.545451,,1879.8221019999999,50.218839,16.0
2022-02-11,5156.104805339076,4421.092200506975,4557.783988952633,4297.923994996793,483.037518,1366.951318,,2111.510541,49.542446,17.0
2022-02-12,5342.697480220382,5156.104805339076,4421.092200506975,4557.783988952633,405.823655,1539.755151,,2218.209217,49.895962,16.0
2022-02-13,5330.318376481253,5342.697480220382,5156.104805339076,4421.092200506975,478.805333,1504.159918,,2779.256741,54.334746,20.0
2022-02-14,5107.95102258655,5330.318376481253,5342.697480220382,5156.104805339076,439.474884,1248.877487,,2144.779839,49.745065,17.0
2022-02-15,5594.107309666246,5107.95102258655,5330.318376481253,5342.697480220382,447.052167,1242.555484,,2186.269087,49.409552,18.0
2022-02-16,6151.421766975803,5594.107309666246,5107.95102258655,5330.318376481253,371.008934,3066.69476,,2480.5207880000003,50.609406,21.0
